QNUM,CLUS,SELEC,TRLHD,SEASON,PRTYREP,ORIGIN,WEIGHT,TRAVEL,NUMHORS,HORSFED,HRSHNDL,FISH,HUNT,HIKE,NATUR,MTNCLM,RAFT,SWIM,PHOTO,OTHACT,NUMACT,GRIZOBS,BEAROBS,SUMBEAR,ELKOBS,DEEROBS,GOATOBS,MOOSOBS,SHPOBS,OTHROBS,NUMWOBS,SHOT1,SHOT2,SHOT3,STAY,FIRE,OUTFTR,MAPS,TYPMAP,SOLE,VISIT,AGEFST,PARENT,NEWAREA,EXPBOB,NUMBOB,AQUAL,DIFF,LOCCHO,WHOCHO,TIMCHO,TRLINF1,TRLINF2,TRLINF3,RESTRL1,RESTRL2,RESTRL,OTHRTRL,RESREJ1,RESREJ2,FSINFO,FSCONT,QUALINF,NUMVIS,NUMDAYS,SCENRY,FSHIMP,HUNTIMP,RELAX,EXERCZ,ESCAPE,DEVSKL,SOLTUD,CHALNG,AVDMEC,OTHRES,SATIS,HIPT1,HIPT2,HIPT3,LOPT1,LOPT2,LOPT3,SOLSTD,CAMPSOL,ESTCAMP,REJCOND,RESCOND,REJLOC,RESLOC,CMPSRCH,PROBCMP,TYPCMP,CROWD,NUMSEEN,LRGSEEN,HRSSEEN,NUMCMP,VISWLD,WCHWLD,HOWFAR,OFFTRL,LOOP,CRDPROB,CRDSPOT,WEAR,LITTER,WRONG,HITRHL,LOTRAIL,TRLLESS,TREES,SMLBRG,BIGBRG,PRIVY,FRPLC,FRRING,NATFIRE,CORRAL,NOHORSE,NOFIRE,TABLE,RATION,NOGRAZ,REQREG,NATFSH,SZLIMT,FT200,RMVRNG,EXSIGN,BURY,PWRSAW,GUIDBK,ACCMAP,ASSIGN,DNWOOD,FSHEAT,PAKOUT,WLDRNG,METRNG,COMENT,WLDIMP,BESTWLD,BESTREC,AGAIN,SIZE,LITBOY,LITGIRL,BOYS,GIRLS,FELLAS,GALS,MEN,WOMEN,TYPGRP,CLUB,TYPCLUB,NUMCLUB,CURRES,CHLRES,EDUC,STUDNT,OCCUP,FINCMT,MGTCMT,CMPCOD,CMPLIT,HMANUR,BAREGND,CMPREM,FWOODSC,TREEDGD,GRAZSCR,CMPOTHR,CMPLOCN,PORLOCN,WATLOCN,OCCLOCN,TRLLOCN,OTHLOCN
503,22,2,25,1,2,838,100,1,,,,2,1,2,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,99,1,1,1,,1,2,15,2,3,1,,,,1,,4,9,0,0,6,0,0,1,,,1,,,0,1,1,1,3,2,2,1,2,1,2,1,9,1,10,33,0,37,4,9,0,1,1,1,,2,5,1,1,2,3,0,0,0,99,9,3,99,99,9,1,,3,1,10,3,1,4,2,2,4,4,1,2,1,4,3,2,1,3,3,3,3,3,1,3,4,3,2,3,3,1,3,1,3,4,1,3,1,7,6,7,3,0,0,1,0,2,0,0,0,3,1,,,2,1,15,2,72,,65,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
504,22,2,25,1,2,838,100,1,,,,2,1,2,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,1,1,,1,1,,,,,,,,1,,4,9,0,0,6,0,0,1,,,1,,,1,2,1,1,3,2,2,1,3,2,3,3,9,2,10,0,0,9,0,0,0,1,4,1,,1,,2,1,2,3,2,0,0,1,2,3,12,0,1,1,,3,1,9,4,1,3,1,3,3,2,1,3,1,1,3,1,1,3,3,3,1,3,1,1,3,1,3,3,3,1,3,3,3,1,1,0,2,3,3,5,3,0,0,1,0,2,0,0,0,3,1,,,3,1,12,1,10,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
505,22,2,25,1,1,835,100,1,,,,2,1,2,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,1,1,,1,2,17,1,3,1,,,,1,,4,4,5,9,6,0,0,1,,,1,,,2,4,2,1,3,2,2,2,3,2,2,1,9,3,10,0,0,22,9,0,0,1,1,1,,1,,1,1,2,3,0,0,0,1,2,3,12,0,1,1,,2,9,9,4,1,1,2,2,3,2,1,1,3,1,3,3,1,3,3,3,1,3,1,3,1,1,3,3,3,1,3,3,3,3,1,53,2,3,2,4,3,0,0,1,0,2,0,0,0,3,1,,,4,3,15,1,10,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
506,22,2,25,1,2,595,100,1,,,,1,1,2,2,1,1,1,2,1,3,1,1,1,2,2,1,1,1,1,2,1,1,1,2,3,1,2,1,2,2,9,2,3,1,,,,9,,4,3,0,0,5,0,0,2,11,0,1,,,6,14,1,2,3,1,1,2,3,1,3,3,9,2,23,0,0,9,0,0,0,1,1,1,,1,,1,1,2,1,0,0,0,99,9,3,99,99,9,1,,1,1,0,4,1,3,1,3,3,4,4,3,1,4,1,3,4,1,1,1,1,1,1,1,3,1,4,3,3,1,3,1,3,1,1,0,1,3,3,5,2,0,0,0,0,1,1,0,0,1,1,,,2,2,16,1,10,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
507,22,2,25,1,1,595,100,1,,,,2,1,2,2,1,1,1,2,1,4,1,1,1,2,2,1,1,1,1,2,1,1,1,2,3,1,2,1,2,2,1,2,3,1,,,,9,,4,3,0,0,5,0,0,2,11,0,1,,,6,12,1,2,3,1,1,3,3,2,3,2,9,2,10,0,0,39,46,0,0,1,1,1,,1,,1,1,2,3,0,0,0,99,9,3,99,99,9,1,,1,1,0,3,1,3,1,3,3,3,3,2,1,3,1,3,4,1,1,1,1,1,1,1,3,1,4,3,3,1,3,1,3,1,1,0,1,4,4,5,2,0,0,0,0,1,1,0,0,1,1,,,9,9,16,1,81,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
510,25,1,5,2,1,180,100,4,8,1,6,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,3,1,1,1,8,9,1,2,9,1,2,99,,,2,1,2,,2,2,,,,,,,,,,,1,,,0,0,1,2,1,3,2,2,1,2,1,3,9,1,10,3,0,0,0,0,0,1,2,1,,1,,2,1,1,3,10,0,999,3,2,1,98,0,1,1,,2,1,0,4,3,1,4,3,1,1,1,1,2,1,1,3,1,3,1,3,1,3,1,3,1,3,3,3,3,1,3,3,3,3,1,0,1,5,5,6,6,0,0,0,0,4,0,2,0,3,2,5,1,1,4,12,1,40,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
511,25,1,5,2,1,597,100,4,11,5,3,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,7,6,1,1,,1,2,8,2,3,2,99,3,3,1,,5,1,0,0,7,0,0,1,,,1,,,3,24,1,1,1,1,9,1,9,1,9,1,9,2,2,0,0,0,0,0,0,2,4,1,,1,,1,1,2,4,6,4,0,99,9,1,99,99,9,2,49,3,3,0,3,1,1,1,1,3,1,1,1,3,3,1,1,1,9,1,2,1,3,3,3,1,1,1,2,3,1,1,3,3,3,1,66,1,7,7,7,6,0,0,2,0,3,0,1,0,2,2,8,2,3,4,16,1,50,,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
512,25,1,5,2,1,770,100,4,10,3,7,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,6,1,2,1,,1,1,,,,,,,,2,1,2,12,0,0,3,6,0,1,,,1,,,1,7,9,9,1,1,9,9,9,9,9,1,9,2,0,0,0,0,0,0,99,2,9,1,,1,,9,1,2,4,4,999,999,99,9,1,99,99,9,1,,1,1,0,2,2,3,3,3,2,1,1,1,1,2,2,2,1,3,3,1,3,2,3,3,3,3,1,3,3,1,3,1,3,1,9,0,1,9,9,9,2,1,0,0,0,0,0,1,0,1,9,9,9,6,3,17,1,10,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
513,25,1,5,2,1,630,100,4,30,5,1,2,2,2,1,1,1,1,2,1,4,1,2,1,2,2,1,1,1,1,3,5,1,1,9,3,2,2,2,1,2,25,1,3,2,1,2,,2,1,,,,,,,,,,,1,,,1,10,2,3,1,2,3,3,3,3,3,3,1,1,1,10,0,38,0,0,0,1,1,1,,1,,1,1,3,3,1,0,1,2,1,1,24,0,1,1,,1,1,0,3,3,3,3,1,3,3,1,3,2,3,1,3,1,3,3,3,1,3,1,3,3,3,3,3,3,1,3,3,3,4,2,0,1,6,4,7,4,0,0,0,0,2,0,2,0,3,2,2,1,6,6,13,1,50,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
514,25,1,5,2,1,973,100,4,8,4,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,4,5,1,1,8,3,2,1,,1,1,,,,,,,,2,1,,,,,,,,,,,1,,,1,9,9,9,1,9,9,9,9,9,9,9,9,1,10,56,0,21,8,0,0,1,9,1,,1,,1,1,1,3,2,0,2,1,2,1,39,0,1,1,,1,1,0,1,1,2,1,3,3,2,2,3,2,3,1,3,2,2,1,3,1,2,1,2,3,3,3,2,3,1,3,3,4,2,1,52,1,5,3,5,4,0,0,1,0,2,0,1,0,3,1,,,3,1,12,1,51,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
515,25,1,5,2,1,598,100,4,2,3,3,2,2,2,1,1,1,1,2,1,4,1,1,1,2,2,1,1,1,1,2,1,1,1,11,1,1,2,3,1,2,14,2,3,2,10,,,1,,5,1,0,0,7,0,0,1,,,1,,,2,14,1,1,1,1,2,1,1,3,1,1,9,2,5,8,0,1,76,0,0,2,3,1,,2,5,2,1,3,4,8,4,8,2,2,1,98,0,1,1,,3,3,0,4,3,3,3,2,3,1,1,2,2,2,1,2,1,2,2,2,2,3,2,2,2,3,2,2,3,1,3,3,2,1,1,1,1,4,5,6,2,0,0,0,0,2,0,0,0,3,1,,,4,4,12,1,50,,43,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1
516,25,1,5,2,1,598,100,1,,,,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,4,5,1,3,1,1,2,8,1,2,22,2,3,2,5,2,,1,,5,5,6,0,2,3,6,1,,,1,,,3,8,1,3,1,2,1,2,2,2,2,2,9,3,7,0,0,8,0,0,3,2,3,1,,1,,1,1,2,3,6,0,6,1,2,1,27,0,1,1,,3,3,0,2,2,1,1,2,2,1,1,2,1,2,1,1,1,1,3,3,3,2,2,1,2,3,3,3,3,2,3,3,3,3,1,0,1,4,3,4,11,0,0,7,0,3,0,1,0,2,1,,,4,6,14,2,30,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
517,25,1,5,2,2,598,100,1,,,,1,2,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,4,5,1,3,9,1,1,,1,1,,,,,,,,2,2,,,,,,,,,,,1,,,3,3,2,2,2,2,2,3,2,2,2,2,3,2,0,0,0,0,0,0,0,2,2,1,,1,,1,1,2,7,3,999,0,1,1,2,14,0,1,1,,3,4,0,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,0,2,4,4,5,11,0,0,7,0,4,0,0,0,2,1,,,4,3,10,2,80,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
518,25,1,5,2,1,604,100,1,,,,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,0,5,1,2,1,2,2,99,1,3,1,,,,1,,1,3,0,0,3,5,0,1,,,2,3,1,99,99,1,1,3,1,1,1,2,1,2,1,9,2,0,0,0,22,26,0,0,,,,,,,,,,3,1,0,1,0,1,2,9,0,1,1,,3,1,25,4,2,1,2,3,3,2,2,2,1,2,3,9,3,1,2,1,1,2,1,1,1,1,3,2,3,2,3,1,3,1,1,0,1,4,4,5,2,0,0,0,1,1,0,0,0,3,1,,,4,4,99,1,99,,,,,,,,,,,,,,,,,
519,25,1,5,2,1,591,100,1,,,,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,1,2,8,1,2,13,9,3,1,,,,1,,4,6,0,0,6,0,0,2,6,0,2,2,3,3,12,1,1,1,2,2,2,2,2,1,2,9,2,10,0,0,76,0,0,2,2,2,1,,1,,1,1,1,3,1,0,0,1,1,1,14,0,1,1,,1,2,6,4,1,3,1,3,3,1,1,3,3,2,3,3,2,3,3,2,4,3,2,2,3,1,2,3,3,1,3,1,3,3,1,0,1,4,4,5,2,0,0,0,0,2,0,0,0,3,1,,,5,5,12,1,51,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
520,24,1,6,2,2,598,100,1,,,,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,2,2,1,1,,,,,,,,2,2,,,,,,,,,,,1,,,1,3,1,2,2,1,2,1,2,1,1,1,9,1,1,0,0,26,0,0,0,1,1,1,,1,,2,1,1,3,0,0,0,2,2,1,26,0,1,1,,1,1,0,3,2,3,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,1,2,2,3,1,1,0,1,7,4,7,2,0,0,2,0,0,0,0,0,3,1,,,4,3,12,2,80,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
521,24,1,6,2,1,598,100,1,,,,2,2,2,1,1,1,1,2,1,4,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,10,2,3,2,2,2,,1,,3,2,0,0,4,0,0,1,,,1,,,10,12,1,2,2,2,2,1,2,1,1,1,9,2,10,9,0,21,0,0,0,1,2,1,,1,,2,1,3,3,0,0,0,2,2,1,24,0,1,1,,2,1,0,1,3,3,3,1,1,1,1,4,1,2,3,1,1,3,2,2,3,3,1,3,1,3,1,2,2,1,3,2,3,2,1,0,1,5,5,5,2,0,0,2,0,0,0,0,0,3,1,,,4,3,13,2,80,,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
522,25,1,5,2,1,590,100,4,6,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,1,2,2,1,2,30,1,2,1,,,,2,2,,,,,,,,,,,1,,,2,10,2,3,1,1,3,1,2,1,2,1,9,1,10,1,0,10,0,0,0,9,9,9,9,9,9,9,9,9,4,5,0,5,99,9,1,99,99,9,1,,2,1,0,2,2,3,2,2,3,2,1,2,3,2,1,2,1,3,2,2,3,1,2,3,3,3,2,3,3,1,3,3,3,2,2,0,1,5,5,7,5,0,0,0,0,4,0,1,0,2,1,,,1,1,17,1,10,,,,,,,,,,,,,,,,,
523,25,1,5,2,1,598,100,1,,,,2,2,1,1,1,1,1,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,99,1,3,2,6,2,7,1,,5,1,4,0,1,4,6,1,,,2,1,2,4,8,1,1,1,2,3,2,2,2,2,1,9,2,5,0,0,0,0,0,0,1,1,1,,1,,1,1,2,3,0,0,0,2,1,1,25,0,1,1,,2,2,0,4,3,3,2,2,2,1,1,2,3,2,3,1,2,3,3,3,3,3,1,3,3,3,3,3,3,1,3,3,3,1,1,0,1,3,3,4,1,0,0,0,0,1,0,0,0,,1,,,4,4,17,1,40,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
524,25,2,25,2,1,871,100,1,,,,2,1,2,1,1,1,1,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,4,3,1,2,1,1,2,10,1,3,1,,,,2,2,,,,,,,,,,,2,1,1,2,8,1,1,3,2,2,2,2,3,1,2,9,1,10,4,0,38,0,0,0,1,2,2,3,1,,1,1,2,3,2,0,1,1,2,3,11,0,1,1,,2,1,0,3,2,2,2,3,4,1,1,2,1,2,2,1,1,3,2,2,3,3,4,2,2,1,4,3,3,1,2,3,3,2,2,0,1,7,6,7,4,0,0,1,0,3,0,0,0,2,1,,,5,5,11,1,50,,,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1
526,23,2,34,2,1,594,100,1,,,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,9,1,2,8,2,3,1,,,,1,,3,1,3,12,6,0,0,1,,,1,,,4,4,1,3,1,1,1,3,2,2,2,1,9,1,10,19,0,38,0,0,3,2,2,1,,1,,1,1,2,6,10,2,0,1,2,1,8,2,1,1,,1,1,0,3,3,2,1,3,3,3,3,2,3,3,2,3,3,3,1,1,1,1,3,3,3,3,2,3,3,1,3,1,3,2,1,0,1,5,3,5,5,1,2,0,0,1,1,0,0,1,1,,,3,3,17,2,10,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
527,23,2,34,2,1,594,100,1,,,,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,3,1,2,5,1,2,37,1,1,2,1,9,,1,,3,3,0,0,1,5,7,1,,,1,,,1,3,1,1,9,1,2,1,3,2,2,1,9,2,41,9,59,22,9,17,0,2,1,2,3,2,4,1,1,2,3,1,0,0,2,2,1,24,0,1,1,,2,3,51,4,1,3,2,1,3,1,1,3,9,3,4,3,1,3,1,3,1,1,1,1,3,1,3,3,3,1,1,3,3,4,1,16,2,2,2,2,6,0,1,1,0,1,2,1,0,1,1,,,1,4,12,1,50,,,2,1,1,2,1,1,1,1,2,2,1,1,1,2,1
532,24,2,38,2,1,553,100,4,34,4,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,3,4,1,1,8,9,2,9,,9,1,,,,,,,,2,1,,,,,,,,,,,1,,,1,9,9,9,1,9,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,6,2,0,0,2,2,1,70,0,1,1,,1,1,0,3,3,3,3,2,3,3,2,2,3,3,2,2,2,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,1,1,0,2,6,6,4,7,0,0,0,0,3,0,4,0,2,1,,,2,1,11,1,50,,,,,,,,,,,,,,,,,
533,25,1,5,2,1,598,100,1,,,,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,1,,9,2,16,1,3,2,4,2,,1,,2,3,0,0,1,2,0,2,7,0,1,,,2,7,9,9,1,9,9,9,9,9,9,9,9,2,0,0,0,0,0,0,0,,,,,,,,,,3,4,0,2,0,1,1,14,0,1,1,,9,2,0,3,2,3,2,4,4,4,2,2,2,2,3,4,4,4,4,2,3,2,2,2,3,1,3,3,3,4,3,2,3,2,1,0,2,4,4,5,2,0,0,0,0,2,0,0,0,3,1,,,4,4,14,1,50,,,,,,,,,,,,,,,,,
534,26,2,34,2,1,594,100,4,4,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,3,1,1,1,2,1,1,2,1,1,2,27,1,3,2,2,2,,1,,4,1,0,0,7,0,0,1,,,2,1,1,2,7,1,3,1,1,3,1,1,1,1,1,9,1,59,10,0,65,0,0,0,1,4,2,7,1,,1,1,2,3,4,2,4,99,2,1,28,0,1,1,,2,1,0,3,1,1,1,3,3,1,1,1,1,1,1,1,1,3,1,3,1,3,1,3,1,1,2,3,3,1,3,3,3,3,1,0,1,4,4,5,2,0,0,0,0,2,0,0,0,3,1,,,3,3,12,1,30,,,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1
535,26,2,34,2,1,594,100,4,7,3,4,2,2,1,1,1,1,1,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,5,3,1,2,1,1,2,35,1,3,2,8,2,9,1,,5,1,3,0,1,2,7,1,,,2,5,3,4,20,2,2,1,2,3,2,3,2,3,2,9,3,37,0,0,43,10,0,0,1,1,1,,1,,1,1,2,4,6,0,6,1,2,1,52,16,1,1,,3,2,0,4,3,3,2,1,1,4,1,2,1,1,1,1,1,3,1,2,1,3,1,2,1,1,1,3,3,1,1,2,3,3,2,68,2,4,3,5,4,0,0,3,0,0,0,1,0,2,2,5,1,3,2,12,1,72,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
537,26,2,34,2,1,594,100,4,6,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,1,1,2,1,1,2,23,1,3,2,99,2,,1,,5,1,4,0,1,6,0,1,,,1,,,1,6,1,3,1,1,2,2,3,3,3,3,3,1,3,0,0,0,0,0,1,1,1,1,,1,,1,1,2,3,3,0,3,1,2,1,44,0,1,1,,2,1,0,4,1,3,1,4,3,4,1,3,3,3,1,4,4,4,1,1,1,1,1,4,3,1,3,3,3,1,1,3,3,3,2,0,3,4,4,5,3,0,0,1,0,2,0,0,0,2,1,,,1,3,12,1,70,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
538,23,1,8,2,1,598,100,1,,,,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,1,2,1,1,2,25,1,1,1,,,,2,2,,,,,,,,,,,1,,,2,4,2,1,1,2,2,1,3,1,3,2,9,1,59,41,0,0,0,0,0,1,2,1,,2,4,2,1,2,3,3,0,0,1,2,1,7,0,1,1,,2,1,52,1,3,3,2,1,1,1,1,2,3,1,1,3,1,3,4,2,2,4,1,2,1,1,1,2,3,1,3,3,3,3,1,30,1,4,4,6,6,0,0,0,0,4,2,0,0,3,1,,,4,5,16,1,10,,63,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1
539,23,1,8,2,1,588,100,4,8,1,7,2,1,2,1,1,1,1,2,1,3,1,1,2,1,1,2,1,1,1,2,1,1,1,3,3,1,1,,1,2,16,2,1,2,2,2,,2,2,,,,,,,,,,,1,,,1,8,1,2,3,1,3,1,1,1,3,2,9,1,2,23,10,22,0,0,0,2,4,1,,2,5,1,1,2,3,4,0,3,1,2,1,62,0,1,1,,1,1,0,4,3,3,1,4,3,1,1,3,2,4,1,1,4,3,1,2,2,3,1,2,2,1,3,3,3,1,1,1,3,2,1,29,1,6,5,6,4,0,0,1,0,0,0,3,0,2,1,,,4,4,12,2,80,,,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2
540,23,1,8,2,2,598,100,4,6,1,4,2,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,1,1,1,4,1,1,1,2,3,1,2,2,1,2,50,1,3,2,9,2,,1,,4,1,0,0,4,6,0,2,15,0,1,,,11,35,2,1,1,1,2,2,2,2,2,1,9,2,4,10,0,0,0,0,0,1,1,1,,1,,1,1,2,3,6,0,3,1,2,1,20,0,1,1,,2,2,0,4,3,3,2,1,3,1,1,1,3,1,1,4,1,1,4,3,9,3,4,3,3,1,3,2,3,1,3,4,3,4,1,0,2,4,4,4,4,0,0,1,0,0,0,3,0,2,2,8,2,5,1,17,1,10,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
541,23,1,8,2,1,598,100,1,,,,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,1,,1,2,33,1,2,2,1,2,,2,2,,,,,,,,,,,1,,,1,1,2,3,3,1,1,3,3,3,3,3,3,2,10,0,0,26,0,0,1,,,,,,,,,,6,3,0,2,0,2,1,6,0,1,1,,1,1,0,3,2,2,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,3,2,3,3,3,1,2,1,3,3,1,0,4,3,3,4,12,4,1,3,1,1,2,0,0,2,1,,,2,5,12,1,81,,,,,,,,,,,,,,,,,
542,23,1,8,2,1,594,100,4,5,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,1,2,1,1,2,5,2,2,2,15,2,6,1,,5,1,4,0,6,0,0,1,,,1,,,6,25,1,2,2,1,2,1,3,1,3,1,9,1,17,18,0,62,0,0,0,4,4,1,,2,4,1,1,2,3,4,0,1,1,2,1,21,0,1,1,,1,1,0,2,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,1,1,1,3,2,1,40,1,4,4,1,3,1,0,0,0,2,0,0,0,2,1,,,1,4,14,1,30,,60,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1
543,25,1,5,2,1,597,100,4,3,3,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,2,1,1,2,36,1,1,2,2,2,,1,,3,3,0,0,2,0,0,2,15,0,2,2,2,1,4,1,3,2,2,3,2,2,1,2,1,9,1,39,0,0,65,0,0,0,1,2,2,7,1,,1,1,2,3,4,1,3,1,1,1,32,0,1,1,,2,2,0,3,2,1,1,3,3,1,1,2,3,3,1,1,1,2,4,1,3,1,1,3,2,3,1,3,3,1,3,3,1,3,2,0,2,4,4,6,2,0,0,0,0,2,0,0,0,3,1,,,1,4,13,1,51,1,,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1
545,26,1,8,2,1,598,100,4,3,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,1,2,32,1,3,2,10,2,9,1,,4,1,3,0,1,0,0,1,,,1,,,10,21,2,1,1,1,9,1,9,9,9,1,9,4,10,0,0,1,8,0,0,2,2,1,,2,5,1,2,2,5,4,0,3,1,2,1,19,0,1,2,46,1,1,,3,1,3,1,1,3,1,1,1,3,1,1,1,1,3,1,3,2,2,1,1,1,3,1,2,3,1,3,1,3,2,1,0,1,1,1,1,2,0,0,0,0,2,0,0,0,3,1,,,2,1,14,1,50,,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
546,26,1,8,2,1,493,100,1,,,,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,12,6,1,2,8,1,2,35,1,1,1,,,,1,,5,3,0,0,2,5,6,2,6,0,1,,,3,30,1,2,1,1,1,1,1,1,1,1,1,1,43,0,0,38,0,0,0,1,3,2,5,2,5,2,1,1,4,1,0,1,1,2,1,6,7,1,2,45,2,2,13,3,3,3,3,3,3,1,1,3,1,1,3,1,1,1,1,1,1,3,1,3,3,1,1,1,3,1,3,3,3,1,1,0,1,5,7,6,4,0,0,0,0,3,0,1,0,3,2,6,1,2,2,12,1,50,,10,2,1,1,1,1,2,1,1,1,2,1,2,1,2,1
547,26,1,8,2,1,493,100,1,,,,1,2,2,1,1,1,1,2,1,3,1,1,1,2,1,1,1,1,1,1,4,1,1,10,6,1,2,2,1,2,35,1,1,1,,,,1,,5,3,4,0,4,6,0,2,1,0,1,,,1,10,1,2,1,3,3,1,3,2,2,1,9,1,19,3,39,0,0,0,0,1,1,1,,1,,2,1,1,3,5,0,3,1,2,1,6,7,1,1,,1,2,17,1,3,3,3,3,3,1,1,1,3,1,2,1,1,1,2,3,1,2,3,3,1,1,1,3,3,1,3,3,3,3,1,0,1,5,5,6,4,0,0,0,0,3,0,1,0,3,2,8,3,1,5,12,1,91,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
548,26,1,8,2,1,598,100,1,,,,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,,1,2,27,1,2,2,4,1,2,1,,9,99,99,99,9,9,9,9,99,99,1,,,1,3,2,1,1,2,3,2,2,1,1,1,9,1,2,3,0,24,0,0,0,1,2,2,1,1,,1,1,2,3,6,2,6,99,2,1,39,0,1,1,,3,3,0,3,3,3,3,3,1,1,3,3,4,2,1,1,1,3,4,3,1,3,4,4,3,1,1,3,3,1,3,3,3,3,1,10,1,5,5,5,1,0,0,0,0,1,0,0,0,,1,,,4,4,10,1,72,,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
